gene,cell_line,guide_id,n_cells_post_qc,deg_count,top_program,data_source,license
CD8A,K562,sgCD8A_0445,97,239,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0446,66,116,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0447,90,189,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0448,127,160,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0449,50,186,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0450,80,243,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0451,139,256,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0452,161,154,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0453,172,161,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0454,144,334,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0455,95,304,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0456,113,326,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0457,135,178,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0458,115,184,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0459,122,126,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0460,137,222,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0461,97,196,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0462,77,271,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0463,60,121,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0464,153,316,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0465,101,229,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0466,138,236,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0467,149,200,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0468,102,147,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0469,130,267,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0470,102,330,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0471,147,189,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0472,123,124,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0473,70,303,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0474,160,148,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0475,65,122,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0476,166,94,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0477,115,149,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0478,111,90,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0479,97,192,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0480,146,211,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0481,115,217,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0482,71,164,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0483,125,162,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0484,134,146,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0485,106,218,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0486,122,237,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0487,89,182,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0488,67,195,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0489,180,323,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0490,105,202,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0491,97,166,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0492,154,295,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0493,132,133,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0494,82,122,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0495,177,160,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0496,91,183,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0497,106,240,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0498,102,218,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,K562,sgCD8A_0499,113,150,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0000,51,175,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0001,115,204,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0002,117,256,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0003,103,175,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0004,50,116,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0005,126,121,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0006,86,224,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0007,129,146,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0008,108,184,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0009,89,84,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0010,87,206,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0011,66,261,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0012,78,309,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0013,110,391,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0014,135,63,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0015,106,246,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0016,168,63,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0017,179,294,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0018,80,177,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0019,97,142,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0020,67,150,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0021,159,277,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0022,122,367,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0023,168,189,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0024,79,285,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0025,121,259,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0026,123,165,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0027,105,207,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0028,79,143,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0029,131,186,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0030,126,278,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0031,114,279,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0032,103,331,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0033,81,358,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0034,147,281,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0035,118,262,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0036,173,89,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0037,149,222,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0038,101,176,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0039,136,329,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0040,113,120,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0041,68,335,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0042,117,305,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0043,69,272,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0044,113,183,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0045,109,323,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0046,52,124,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0047,155,105,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0048,107,130,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0049,154,320,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0050,160,329,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0051,91,228,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0052,121,277,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0053,155,244,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0054,80,159,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0055,121,152,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0056,92,140,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0057,57,152,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0058,123,292,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0059,130,310,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0060,124,353,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0061,84,188,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0062,157,66,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0063,109,184,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0064,93,91,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0065,145,122,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0066,155,138,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0067,84,374,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0068,152,496,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0069,161,225,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0070,140,133,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0071,142,265,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0072,146,346,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0073,164,85,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0074,109,296,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0075,137,109,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0076,127,108,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0077,97,231,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0078,129,182,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0079,151,197,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0080,98,189,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0081,99,262,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0082,131,158,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0083,87,293,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0084,100,147,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0085,109,291,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0086,111,272,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0087,123,218,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0088,164,147,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0089,119,190,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0090,110,240,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0091,78,245,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0092,153,255,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0093,96,126,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0094,154,278,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0095,106,191,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0096,121,215,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0097,112,289,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0098,168,263,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0099,160,240,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0100,91,334,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0101,99,214,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0102,102,237,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0103,119,200,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0104,110,207,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0105,152,281,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0106,117,264,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0107,112,226,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0108,126,200,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0109,133,162,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0110,126,162,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0111,89,220,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0112,112,174,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0113,161,238,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0114,150,370,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0115,218,104,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0116,139,178,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0117,109,177,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0118,126,291,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0119,108,187,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0120,65,110,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0121,144,183,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0122,154,185,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0123,61,262,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0124,140,193,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0125,136,234,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0126,113,211,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0127,81,148,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0128,79,119,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0129,122,235,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0130,146,246,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0131,126,313,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0132,172,337,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0133,121,175,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0134,121,223,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0135,95,20,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0136,122,243,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0137,166,187,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0138,105,229,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0139,142,289,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0140,136,185,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0141,67,205,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0142,127,170,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0143,163,111,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0144,137,202,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0145,121,248,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0146,119,211,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0147,157,178,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0148,62,207,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0149,83,311,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0150,118,207,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0151,99,349,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0152,64,181,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0153,110,355,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0154,133,170,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0155,129,231,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0156,114,309,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0157,86,336,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0158,90,105,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0159,89,217,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0160,118,242,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0161,143,227,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0162,99,173,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0163,182,275,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0164,115,321,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0165,70,395,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0166,122,338,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0167,116,227,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0168,101,139,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0169,61,312,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0170,99,207,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0171,66,176,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0172,161,206,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0173,170,259,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0174,165,135,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0175,161,187,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0176,114,366,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0177,121,231,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
CD8A,RPE1,sgCD8A_0178,131,54,T_cell_activation,Replogle_2022_GSE161462_simulation,CC_BY_4.0
