gene,cell_line,lineage,chronos_score,is_essential,data_source,license
CD44,ACH-00007,HEMA,-0.1603,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00008,CRC,-0.0156,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00009,BREAST,-0.0131,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00010,BREAST,-0.0981,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00011,OTHER,0.0517,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00012,SKIN,0.0563,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00013,HEMA,-0.0109,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00014,BREAST,-0.0983,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00015,LUNG,-0.1136,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00016,PANC,-0.2652,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00017,CRC,-0.1809,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00018,HEMA,-0.1533,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00019,SKIN,-0.2286,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00020,HEMA,0.006,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00021,BREAST,0.1195,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00022,OTHER,-0.1962,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00023,OTHER,-0.0175,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00024,HEMA,-0.2151,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00025,LUNG,-0.1057,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00026,PANC,-0.1635,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00027,CRC,0.0303,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00028,CRC,-0.1618,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00029,BRAIN,0.0917,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00030,BRAIN,-0.0969,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00031,OTHER,-0.1574,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00032,BREAST,-0.248,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00033,BREAST,-0.022,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00034,PANC,0.0743,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00035,LUNG,-0.019,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00036,CRC,0.2758,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00037,PANC,0.1545,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00038,LUNG,-0.1061,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00039,BRAIN,-0.1077,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00040,BREAST,0.0105,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00041,HEMA,-0.1857,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00042,BRAIN,0.1149,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00043,LUNG,-0.0058,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00044,HEMA,-0.0215,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00045,HEMA,0.043,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00046,BREAST,0.1984,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00047,LUNG,-0.0344,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00048,BRAIN,-0.077,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00049,CRC,0.1663,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00050,LUNG,0.0851,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00051,CRC,-0.1081,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00052,HEMA,-0.0592,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00053,BRAIN,-0.0307,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00054,BRAIN,-0.0057,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00055,HEMA,-0.2635,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00056,BREAST,-0.2914,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00057,SKIN,-0.1931,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00058,CRC,-0.2047,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00059,CRC,-0.1566,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00060,BRAIN,0.0352,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00061,PANC,-0.0853,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00062,SKIN,-0.0305,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00063,HEMA,-0.2436,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00064,SKIN,-0.1292,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00065,PANC,0.0281,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00066,PANC,0.0292,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00067,LUNG,-0.1687,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00068,CRC,-0.0358,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00069,BREAST,0.2698,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00070,LUNG,-0.0626,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00071,BREAST,-0.164,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00072,OTHER,-0.0861,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00073,LUNG,-0.0462,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00074,CRC,-0.0827,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00075,LUNG,-0.0647,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00076,LUNG,-0.2765,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00077,BRAIN,-0.2044,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00078,PANC,-0.0824,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00079,HEMA,-0.0848,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00080,BRAIN,-0.1449,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00081,BREAST,-0.0866,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00082,HEMA,-0.0508,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00083,CRC,0.0734,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00084,CRC,-0.0749,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00085,CRC,-0.0001,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00086,BRAIN,-0.1412,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00087,PANC,0.0258,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00088,CRC,-0.0036,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00089,PANC,0.0699,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00090,CRC,0.047,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00091,BRAIN,0.0283,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00092,BREAST,-0.0748,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00093,BREAST,-0.0233,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00094,LUNG,0.0995,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00095,SKIN,-0.1578,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00096,BREAST,-0.1543,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00097,CRC,-0.0328,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00098,CRC,0.0023,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00099,OTHER,-0.1836,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00100,OTHER,-0.0712,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00101,BRAIN,-0.0741,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00102,LUNG,-0.3923,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00103,OTHER,-0.0929,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00104,HEMA,-0.0836,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00105,BRAIN,-0.084,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00106,BREAST,0.1524,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00107,LUNG,-0.2424,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00108,CRC,-0.1837,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00109,OTHER,-0.4518,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00110,BREAST,-0.1321,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00111,LUNG,-0.1193,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00112,LUNG,-0.1365,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00113,SKIN,0.1062,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00114,CRC,0.0691,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00115,OTHER,-0.0483,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00116,HEMA,-0.1156,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00117,BRAIN,0.0939,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00118,BREAST,-0.063,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00119,SKIN,-0.1827,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00120,SKIN,-0.3174,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00121,SKIN,-0.1262,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00122,CRC,0.0532,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00123,BREAST,0.2815,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00124,CRC,-0.0508,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00125,PANC,-0.1748,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00126,BREAST,-0.2377,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00127,CRC,0.0228,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00128,CRC,-0.3247,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00129,SKIN,0.0226,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00130,CRC,0.0627,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00131,OTHER,0.0054,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00132,SKIN,-0.0929,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00133,BREAST,0.0247,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00134,SKIN,-0.0344,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00135,CRC,-0.1767,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00136,OTHER,0.2176,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00137,PANC,-0.1128,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00138,HEMA,0.0564,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00139,CRC,-0.4228,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00140,PANC,0.1315,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00141,PANC,0.1603,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00142,OTHER,-0.0555,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00143,SKIN,0.0238,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00144,PANC,0.0238,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00145,LUNG,-0.1564,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00146,BREAST,0.0221,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00147,PANC,-0.1813,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00148,BREAST,-0.1513,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00149,CRC,0.109,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00150,HEMA,0.0862,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00151,OTHER,-0.166,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00152,CRC,-0.17,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00153,PANC,-0.1568,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00154,CRC,0.0499,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00155,BRAIN,-0.21,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00156,LUNG,-0.0065,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00157,SKIN,0.052,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00158,BRAIN,-0.0732,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00159,HEMA,0.0915,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00160,CRC,-0.1056,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00161,OTHER,-0.0921,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00162,LUNG,-0.2066,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00163,CRC,0.0926,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00164,PANC,-0.175,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00165,BREAST,-0.0075,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00166,HEMA,-0.0707,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00167,HEMA,-0.2179,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00168,LUNG,-0.1514,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00169,OTHER,0.1474,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00170,LUNG,-0.0298,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00171,PANC,-0.2114,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00172,LUNG,-0.0142,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00173,OTHER,-0.0819,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00174,CRC,0.4581,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00175,CRC,-0.0172,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00176,BREAST,-0.1171,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00177,OTHER,0.153,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00178,OTHER,-0.3362,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00179,BRAIN,-0.0459,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00180,OTHER,0.2392,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00181,OTHER,-0.0774,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00182,PANC,-0.32,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00183,LUNG,-0.1194,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00184,HEMA,0.1582,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00185,BRAIN,-0.0036,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00186,BREAST,-0.1858,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00187,CRC,-0.1628,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00188,BRAIN,-0.144,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00189,LUNG,-0.0058,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00190,OTHER,0.1407,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00191,LUNG,0.0979,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00192,CRC,0.0084,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00193,HEMA,-0.2597,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00194,CRC,-0.2592,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00195,CRC,0.02,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00196,SKIN,-0.2618,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00197,OTHER,-0.0938,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00198,LUNG,-0.0144,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00199,LUNG,-0.2306,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00200,HEMA,-0.2136,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00201,OTHER,-0.0741,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00202,PANC,0.0155,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00203,CRC,0.0992,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00204,CRC,0.0311,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00205,LUNG,-0.049,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00206,CRC,-0.1719,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00207,BRAIN,-0.2206,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00208,CRC,-0.1366,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00209,PANC,0.0015,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00210,BRAIN,-0.0095,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00211,SKIN,-0.375,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00212,LUNG,-0.1779,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00213,HEMA,0.1207,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00214,BRAIN,-0.0481,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00215,BRAIN,-0.2726,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00216,CRC,0.2934,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00217,CRC,-0.0643,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00218,OTHER,-0.0023,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00219,BREAST,-0.0001,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00220,LUNG,-0.1151,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00221,PANC,-0.1691,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00222,BRAIN,0.2583,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00223,OTHER,0.0905,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00224,LUNG,0.0633,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00225,OTHER,0.0264,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00226,CRC,-0.2105,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00227,PANC,0.1316,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00228,SKIN,-0.1865,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00229,CRC,-0.0175,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00230,CRC,-0.3059,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00231,BREAST,-0.3661,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00232,OTHER,-0.0123,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00233,SKIN,-0.1814,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00234,OTHER,-0.3584,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00235,HEMA,0.0211,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00236,PANC,0.258,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00237,HEMA,0.1484,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00238,CRC,-0.0986,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00239,CRC,-0.0587,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00240,HEMA,0.0732,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00241,HEMA,0.1083,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00242,LUNG,-0.1115,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00243,PANC,-0.0549,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00244,SKIN,-0.0149,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00245,OTHER,0.0231,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00246,SKIN,-0.08,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00247,BREAST,-0.078,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00248,BREAST,0.147,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00249,BREAST,0.1214,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00250,SKIN,0.0116,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00251,OTHER,0.1979,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00252,BREAST,-0.118,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00253,LUNG,0.1834,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00254,LUNG,0.0214,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00255,BRAIN,0.4307,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00256,HEMA,-0.2389,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00257,CRC,-0.1634,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00258,CRC,0.0028,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00259,SKIN,-0.0004,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00260,CRC,0.2325,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00261,HEMA,-0.1603,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00262,LUNG,0.0757,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00263,CRC,0.1144,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00264,OTHER,0.0457,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00265,CRC,-0.2041,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00266,LUNG,0.1512,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00267,CRC,0.1244,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00268,CRC,0.0299,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00269,CRC,-0.0293,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00270,CRC,-0.0261,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00271,CRC,-0.0718,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00272,CRC,0.0361,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00273,SKIN,-0.0553,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00274,BRAIN,-0.1873,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00275,BREAST,-0.2173,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00276,LUNG,-0.1728,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00277,PANC,-0.0267,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00278,OTHER,-0.064,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00279,OTHER,-0.0277,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00280,CRC,0.0151,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00281,LUNG,-0.1541,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00282,LUNG,0.1598,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00283,LUNG,-0.1002,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00284,SKIN,-0.125,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00285,BREAST,0.0124,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00286,CRC,-0.3355,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00287,BREAST,-0.1786,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00288,PANC,0.0872,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00289,CRC,-0.3206,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00290,HEMA,0.1076,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00291,CRC,0.1667,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00292,OTHER,-0.1154,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00293,CRC,-0.0162,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00294,OTHER,0.1079,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00295,OTHER,-0.13,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00296,OTHER,0.0702,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00297,HEMA,-0.1607,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00298,HEMA,-0.1316,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00299,SKIN,-0.1799,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00300,HEMA,-0.0086,0,DepMap_26Q1_simulation,CC_BY_4.0
CD44,ACH-00301,CRC,0.1137,0,DepMap_26Q1_simulation,CC_BY_4.0
