gene,cell_line,lineage,demeter2_score,is_essential,data_source,license
CDK4,ACH-sh0193,SKIN,-0.299,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0194,OTHER,-0.2549,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0195,OTHER,-0.4049,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0196,PANC,-0.2435,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0197,CRC,-0.1272,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0198,CRC,-0.4214,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0199,OTHER,-0.2897,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0200,SKIN,-0.3475,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0201,PANC,-0.5711,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0202,BRAIN,-0.1822,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0203,CRC,-0.4983,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0204,OTHER,-0.0891,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0205,BRAIN,-0.611,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0206,PANC,-0.3631,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0207,BRAIN,-0.2019,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0208,SKIN,-0.3128,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0209,BREAST,-0.3738,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0210,PANC,-0.273,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0211,CRC,-0.292,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0212,SKIN,-0.5503,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0213,OTHER,-0.7501,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0214,BREAST,-0.3262,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0215,CRC,-0.4012,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0216,SKIN,-0.3978,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0217,BREAST,-0.2923,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0218,CRC,-0.1759,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0219,PANC,-0.2724,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0220,CRC,-0.5339,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0221,HEMA,-0.3578,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0222,PANC,-0.3263,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0223,HEMA,-0.3832,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0224,CRC,-0.5224,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0225,CRC,-0.2666,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0226,OTHER,-0.4556,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0227,BREAST,-0.4353,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0228,HEMA,-0.3272,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0229,CRC,-0.268,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0230,LUNG,-0.4378,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0231,OTHER,-0.3338,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0232,CRC,-0.3623,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0233,PANC,-0.2709,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0234,LUNG,-0.5132,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0235,LUNG,-0.5503,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0236,CRC,-0.4805,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0237,BRAIN,-0.3912,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0238,CRC,-0.4012,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0239,BREAST,-0.5416,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0240,PANC,-0.2488,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0241,OTHER,-0.5931,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0242,OTHER,-0.5645,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0243,PANC,-0.5206,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0244,HEMA,-0.2804,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0245,BREAST,-0.5181,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0246,CRC,-0.4035,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0247,LUNG,-0.597,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0248,CRC,-0.3736,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0249,BREAST,-0.5405,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0250,PANC,-0.2328,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0251,BREAST,-0.2477,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0252,PANC,-0.1478,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0253,PANC,-0.4089,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0254,LUNG,-0.5074,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0255,OTHER,-0.5552,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0256,BREAST,-0.1354,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0257,LUNG,-0.2956,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0258,PANC,-0.5109,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0259,SKIN,-0.4307,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0260,SKIN,-0.3348,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0261,BRAIN,-0.4355,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0262,BREAST,-0.199,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0263,CRC,-0.2006,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0264,OTHER,-0.5964,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0265,SKIN,-0.1844,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0266,CRC,-0.2818,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0267,LUNG,-0.4982,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0268,BREAST,-0.4191,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0269,SKIN,-0.5707,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0270,OTHER,-0.3885,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0271,LUNG,-0.4966,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0272,BRAIN,-0.4568,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0273,OTHER,-0.4383,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0274,BREAST,-0.4759,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0275,BRAIN,-0.2973,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0276,CRC,-0.6136,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0277,BREAST,-0.2837,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0278,LUNG,-0.3657,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0279,BREAST,-0.4522,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0280,LUNG,-0.5528,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0281,HEMA,-0.7367,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0282,SKIN,-0.2097,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0283,HEMA,-0.5842,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0284,BREAST,-0.3103,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0285,BREAST,-0.5138,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0286,BREAST,-0.3487,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0287,LUNG,-0.577,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0288,BRAIN,-0.3243,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0289,OTHER,-0.5469,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0290,LUNG,-0.2863,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0291,CRC,-0.3349,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0292,CRC,-0.7802,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0293,CRC,-0.5258,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0294,PANC,-0.0372,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0295,HEMA,-0.2812,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0296,BREAST,-0.191,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0297,BREAST,-0.4529,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0298,OTHER,-0.5532,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0299,OTHER,-0.5591,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0300,CRC,-0.4342,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0301,LUNG,-0.478,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0302,OTHER,-0.3636,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0303,HEMA,-0.5447,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0304,OTHER,-0.3252,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0305,HEMA,-0.5856,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0306,BREAST,-0.5121,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0307,PANC,-0.3297,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0308,BRAIN,-0.22,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0309,BRAIN,-0.2222,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0310,SKIN,-0.3557,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0311,CRC,-0.3082,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0312,OTHER,-0.5757,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0313,BREAST,-0.2715,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0314,CRC,-0.3139,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0315,SKIN,-0.4224,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0316,PANC,-0.261,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0317,SKIN,-0.3461,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0318,HEMA,-0.3806,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0319,CRC,-0.41,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0320,OTHER,-0.3992,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0321,BRAIN,-0.3514,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0322,LUNG,-0.667,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0323,SKIN,-0.302,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0324,OTHER,-0.2212,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0325,BREAST,-0.5471,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0326,BRAIN,-0.5333,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0327,BRAIN,-0.394,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0328,HEMA,-0.2022,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0329,PANC,-0.3982,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0330,SKIN,-0.4541,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0331,PANC,-0.5001,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0332,BREAST,-0.0612,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0333,LUNG,-0.2081,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0334,BREAST,-0.4396,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0335,BREAST,-0.0916,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0336,LUNG,-0.3438,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0337,CRC,-0.5841,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0338,PANC,-0.5111,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0339,SKIN,-0.3857,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0340,OTHER,-0.607,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0341,SKIN,-0.5609,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0342,BREAST,-0.4081,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0343,CRC,-0.3368,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0344,CRC,-0.425,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0345,LUNG,-0.2055,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0346,BREAST,-0.4495,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0347,CRC,-0.4141,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0348,OTHER,-0.4039,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0349,CRC,-0.5186,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0350,SKIN,-0.3348,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0351,BRAIN,-0.4233,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0352,LUNG,-0.2516,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0353,SKIN,-0.5683,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0354,HEMA,-0.4429,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0355,HEMA,-0.5993,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0356,CRC,-0.5555,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0357,BRAIN,-0.439,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0358,OTHER,-0.4977,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0359,CRC,-0.2531,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0360,BREAST,-0.2125,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0361,OTHER,-0.4793,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0362,LUNG,-0.4046,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0363,LUNG,-0.3738,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0364,OTHER,-0.3682,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0365,BRAIN,-0.426,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0366,BREAST,-0.1755,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0367,OTHER,-0.4373,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0368,HEMA,-0.3034,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0369,SKIN,-0.4651,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0370,HEMA,-0.3405,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0371,SKIN,-0.2589,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0372,SKIN,-0.4068,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0373,LUNG,-0.2255,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0374,SKIN,-0.4171,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0375,CRC,-0.3567,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0376,BRAIN,-0.367,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0377,HEMA,-0.2419,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0378,LUNG,-0.5157,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0379,LUNG,-0.4877,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0380,LUNG,-0.4978,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0381,CRC,-0.4778,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0382,BREAST,-0.4827,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0383,BREAST,-0.5409,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0384,HEMA,-0.4304,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0385,HEMA,-0.2769,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0386,SKIN,-0.3451,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0387,LUNG,-0.1423,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0388,BRAIN,-0.4841,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0389,CRC,-0.5572,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0390,HEMA,-0.5011,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0391,LUNG,-0.4653,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0392,OTHER,-0.4085,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0393,LUNG,-0.3748,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0394,LUNG,-0.4758,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0395,OTHER,-0.0843,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0396,LUNG,-0.2132,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0397,OTHER,-0.4113,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0398,CRC,-0.4977,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0399,OTHER,-0.4552,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0400,OTHER,-0.2697,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0401,BREAST,-0.3439,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0402,HEMA,-0.52,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0403,OTHER,-0.4718,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0404,OTHER,-0.5185,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0405,LUNG,-0.3155,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0406,CRC,-0.1732,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0407,BREAST,-0.2148,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0408,OTHER,-0.4466,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0409,PANC,-0.342,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0410,BREAST,-0.5057,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0411,BREAST,-0.3297,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0412,SKIN,-0.304,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0413,OTHER,-0.6637,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0414,OTHER,-0.4309,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0415,CRC,-0.4602,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0416,BREAST,-0.4894,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0417,CRC,-0.4942,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0418,BREAST,-0.094,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0419,CRC,-0.3623,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0420,CRC,-0.4478,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0421,BRAIN,-0.4818,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0422,LUNG,-0.4421,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0423,LUNG,-0.4949,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0424,SKIN,-0.3791,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0425,BREAST,-0.5482,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0426,LUNG,-0.4468,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0427,CRC,-0.2958,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0428,CRC,-0.2769,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0429,OTHER,-0.65,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0430,PANC,-0.2991,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0431,PANC,-0.475,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0432,PANC,-0.2369,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0433,BRAIN,-0.5242,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0434,OTHER,-0.4265,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0435,LUNG,-0.3699,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0436,CRC,-0.2747,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0437,PANC,-0.2718,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0438,BRAIN,-0.4859,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0439,BREAST,-0.485,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0440,LUNG,-0.2411,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0441,PANC,-0.4629,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0442,BRAIN,-0.1553,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0443,BREAST,-0.2993,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0444,OTHER,-0.5264,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0445,SKIN,-0.2658,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0446,PANC,-0.3427,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0447,CRC,-0.4003,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0448,PANC,-0.4321,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0449,CRC,-0.2811,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0450,CRC,-0.4894,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0451,HEMA,-0.4807,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0452,OTHER,-0.4627,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0453,PANC,-0.4476,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0454,LUNG,-0.3563,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0455,LUNG,-0.3432,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0456,BRAIN,-0.2837,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0457,CRC,-0.1086,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0458,SKIN,-0.2903,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0459,BREAST,-0.439,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0460,OTHER,-0.3552,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0461,HEMA,-0.3827,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0462,BREAST,-0.546,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0463,SKIN,-0.3383,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0464,CRC,-0.533,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0465,CRC,-0.3541,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0466,HEMA,-0.4188,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0467,SKIN,-0.5805,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0468,BREAST,-0.2825,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0469,BRAIN,-0.3123,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0470,OTHER,-0.241,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0471,LUNG,-0.4846,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0472,PANC,-0.3976,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0473,CRC,-0.3139,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0474,LUNG,-0.0908,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0475,LUNG,-0.3767,0,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0476,PANC,-0.4389,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0477,HEMA,-0.4833,1,Project_Achilles_simulation,CC_BY_4.0
CDK4,ACH-sh0478,CRC,-0.2016,0,Project_Achilles_simulation,CC_BY_4.0
